"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000100583",15.0323191606764,-0.0510763515361714,0.22398690980158,0.669778218850812,0.859781793859234,"SAMD15","161394"
"ENSG00000119812",1023.99507767884,0.0403216356748155,0.103054202437035,0.669798354833794,0.859781793859234,"FAM98A","25940"
"ENSG00000248690",12.33052106913,-0.0483237970774286,0.230649470754157,0.669936553968455,0.859890680448197,"HAS2-AS1","594842"
"ENSG00000140905",143.494713338972,-0.0498144557231911,0.138342126905868,0.670037277204194,0.859933716038535,"GCSH","2653"
"ENSG00000108094",821.434755640699,0.0326440261553923,0.0803931321034645,0.670175445164625,0.859933716038535,"CUL2","8453"
"ENSG00000197467",133.408281522645,-0.0445383850515791,0.2374407635061,0.670185437413865,0.859933716038535,"COL13A1","1305"
"ENSG00000107262",594.783598252983,0.0481638138301579,0.13021232411707,0.67020648325663,0.859933716038535,"BAG1","573"
"ENSG00000089876",480.47107574406,-0.0474320992091562,0.128413063350814,0.670261756393148,0.859933716038535,"DHX32","55760"
"ENSG00000151422",846.697558601178,-0.0456018899200423,0.121375792264798,0.670290336168576,0.859933716038535,"FER","2241"
"ENSG00000215513",474.231101375396,-0.0503976283366027,0.141884894049009,0.670544855709395,0.860191748573458,NA,NA
"ENSG00000227850",10.0059868478956,-0.0441118990531606,0.2385221740978,0.670747684600453,0.860383435238686,"SEPTIN2P1","100873333"
"ENSG00000141294",16.1712901483427,0.0460630965297228,0.236072423249812,0.670809354215411,0.860394037557876,"LRRC46","90506"
"ENSG00000174292",97.8844474187213,0.0486755831103207,0.231173601468734,0.670896921214337,0.860437852068475,"TNK1","8711"
"ENSG00000151883",334.230667690863,-0.0550265826688997,0.204557016183347,0.671321047616708,0.86089897476013,"PARP8","79668"
"ENSG00000132005",164.530328249941,-0.0488414042368964,0.134821189256608,0.671363336781471,0.86089897476013,"RFX1","5989"
"ENSG00000099377",278.084180262834,0.0560269814177136,0.180560886568954,0.671535430047176,0.860972525964543,"HSD3B7","80270"
"ENSG00000129003",2583.449173527,-0.0477998178535688,0.129728726570649,0.671623781241328,0.860972525964543,"VPS13C","54832"
"ENSG00000151176",2134.59861160378,0.051159203274089,0.143738741274088,0.671682949057668,0.860972525964543,"PLBD2","196463"
"ENSG00000233585",38.6743299716327,-0.0552719780592183,0.199785907933687,0.671720948257891,0.860972525964543,"ACAA2P1","100420869"
"ENSG00000271738",10.2347576177066,0.0439572163578685,0.2385832242992,0.671738145765323,0.860972525964543,NA,NA
"ENSG00000137101",48.1649017084908,-0.0547707102082157,0.202911865863422,0.671741335197958,0.860972525964543,"CD72","971"
"ENSG00000117640",759.026379053676,-0.0318235920673524,0.0790435391964101,0.671942794173258,0.861120466782635,"MTFR1L","56181"
"ENSG00000172264",47.0387842406281,-0.0534063465848919,0.210790883034569,0.6719636588909,0.861120466782635,"MACROD2","140733"
"ENSG00000105576",2537.98458477987,0.0478828481404154,0.130218108884566,0.67226553230576,0.861438796705488,"TNPO2","30000"
"ENSG00000134996",375.214836305496,0.0500381958064335,0.139602274548981,0.672403728399532,0.861547357105524,"OSTF1","26578"
"ENSG00000228439",36.6053245247503,-0.055678442575251,0.189020362525094,0.67252641872253,0.861636034356953,NA,NA
"ENSG00000078687",371.01578133876,-0.0469555701707769,0.127716652368377,0.672739697352955,0.861840749368118,"TNRC6C","57690"
"ENSG00000164919",1238.76888790558,-0.0389208854506099,0.100236140984582,0.672942081786008,0.861881036042399,"COX6C","1345"
"ENSG00000171100",212.772993916283,0.0426500376355259,0.113531172583494,0.672999653893361,0.861881036042399,"MTM1","4534"
"ENSG00000187688",320.516280969243,0.043778829135794,0.115164787350625,0.673007324335684,0.861881036042399,"TRPV2","51393"
"ENSG00000174928",50.3783705873044,0.0517433847698855,0.221035113224939,0.673035607025182,0.861881036042399,"C3orf33","285315"
"ENSG00000174428",1078.10107513056,0.0393218744624146,0.0985454900270839,0.673038626680493,0.861881036042399,"GTF2IRD2B","389524"
"ENSG00000167604",37.6689030955373,0.0557976854818667,0.187836994496042,0.673193001750797,0.862010209124709,"NFKBID","84807"
"ENSG00000196644",370.110986569676,-0.0400729897203458,0.104015969210417,0.673325015212653,0.862077355422364,NA,NA
"ENSG00000005700",1160.43570963506,-0.0495928642529419,0.11875915179432,0.673352457366708,0.862077355422364,"IBTK","25998"
"ENSG00000033011",306.024515952388,0.0382068458919277,0.0975441695136206,0.673469714454365,0.862158964606617,"ALG1","56052"
"ENSG00000177646",488.118133101618,-0.0357489718355955,0.0907887209833189,0.67384382148735,0.862546383714881,"ACAD9","28976"
"ENSG00000242612",127.209541284922,0.0557497374294404,0.185538769615464,0.673879419764087,0.862546383714881,"DECR2","26063"
"ENSG00000100941",1670.36228592669,0.0332811812933139,0.0829253284355281,0.673996580934851,0.862627813428772,"PNN","5411"
"ENSG00000257103",1965.34018972374,0.0347356590584234,0.0875023728049419,0.674249309347288,0.862882724830737,"LSM14A","26065"
"ENSG00000163701",33.1475819344951,0.055081948453535,0.199031240459261,0.674323163240329,0.86290869602581,"IL17RE","132014"
"ENSG00000167981",30.2807503674993,-0.0536618493064719,0.209838865815647,0.674385195684571,0.862919536786127,"ZNF597","146434"
"ENSG00000196972",23.6729971382247,-0.052160460876167,0.216629608690739,0.674446107677857,0.862928942248885,"SMIM10L2B","644596"
"ENSG00000155636",207.917140131418,-0.0529779663010844,0.159685939325332,0.674514749174108,0.862948235046776,"RBM45","129831"
"ENSG00000270949",77.0912717094861,0.0543611191181194,0.167623601538994,0.674708863739879,0.863124635528047,NA,NA
"ENSG00000082397",530.500177809275,-0.0299065631123802,0.251859722483263,0.674759778069378,0.863124635528047,"EPB41L3","23136"
"ENSG00000160113",289.33142648521,0.0418155583572557,0.109916666063601,0.674852156376425,0.863174268925102,"NR2F6","2063"
"ENSG00000223773",76.3556897348215,-0.0538506466951154,0.167703318922821,0.675026123659107,0.863316534447795,NA,NA
"ENSG00000213362",2726.72245424697,0.0446146293512868,0.119246356218693,0.675070554340098,0.863316534447795,NA,NA
"ENSG00000188167",19.3787253011826,0.0530607125855709,0.214555519045497,0.675222389955846,0.86337879588979,"TMPPE","643853"
"ENSG00000205220",114.412906070917,0.0535177446550808,0.16191654469287,0.67522641848497,0.86337879588979,"PSMB10","5699"
"ENSG00000144681",235.714926967163,0.0474695565256361,0.232015673684839,0.675399526739506,0.863531606642344,"STAC","6769"
"ENSG00000250182",7644.92435866575,-0.0517258680915126,0.179944448329054,0.67554309911562,0.863646633062352,NA,NA
"ENSG00000156411",684.166743979205,-0.0439714608499907,0.118130186443094,0.675599004775107,0.863649572794711,"ATP5MJ","9556"
"ENSG00000233170",9.33847035730557,0.0429160625787109,0.239604368705672,0.675799335877971,0.863837123161694,NA,NA
"ENSG00000267254",26.2278496581604,-0.0522124808372312,0.216624027123237,0.675985807708123,0.864006929629954,"ZNF790-AS1","284408"
"ENSG00000260464",9.71661092172865,-0.036685207117494,0.246301917204727,0.676137697302161,0.864079126852156,NA,NA
"ENSG00000177738",45.2747212671071,0.0550905676164443,0.18443626290128,0.676170120305857,0.864079126852156,"FLJ32255","643977"
"ENSG00000133193",312.766239249533,-0.0443864792708891,0.119946994662554,0.676203192312829,0.864079126852156,"VCF1","84923"
"ENSG00000068724",936.575612155797,-0.0470722829642243,0.130716750829961,0.676360302191829,0.864183311769309,"TTC7A","57217"
"ENSG00000157933",2144.60913076677,-0.0430313344181383,0.11544006968509,0.676449090221176,0.864183311769309,"SKI","6497"
"ENSG00000164136",131.643925862556,0.0552373205195952,0.194429729615131,0.676470615077202,0.864183311769309,"IL15","3600"
"ENSG00000114923",185.852044752103,-0.0516987745800758,0.215615119417351,0.676529130017793,0.864183311769309,"SLC4A3","6508"
"ENSG00000101680",143.265719815853,-0.0543140796425565,0.198906409197365,0.676552921069226,0.864183311769309,"LAMA1","284217"
"ENSG00000196199",1233.19362809258,-0.0403402092017871,0.106281462575934,0.676706212151124,0.864207917523595,"MPHOSPH8","54737"
"ENSG00000104805",5828.3126542749,0.0391679974212033,0.110574625957812,0.676723949811905,0.864207917523595,"NUCB1","4924"
"ENSG00000214087",341.560759336642,-0.0423733886671873,0.113090154439419,0.676824882608713,0.864207917523595,"ARL16","339231"
"ENSG00000125505",1371.75788665304,-0.0486239356409581,0.137462528723509,0.676882388396527,0.864207917523595,"MBOAT7","79143"
"ENSG00000170356",100.545353455044,0.0524308104763993,0.215634437036794,0.67688760243433,0.864207917523595,"OR2A20P","401428"
"ENSG00000105672",14.287639080964,0.0511007932259474,0.220763377455985,0.676894029621392,0.864207917523595,"ETV2","2116"
"ENSG00000186716",830.960279316092,0.0454233506676351,0.12335914016822,0.676965360409551,0.86423050091587,"BCR","613"
"ENSG00000146904",15.9820388131534,0.0459935678867745,0.233416154373564,0.677114536624489,0.864352452227013,"EPHA1","2041"
"ENSG00000105538",58.1205527157299,0.0410422124276375,0.242190414008998,0.677206301047133,0.86436861967901,"RASIP1","54922"
"ENSG00000013288",3151.36851141536,0.0487076599419758,0.13607984133617,0.677241945054118,0.86436861967901,"MAN2B2","23324"
"ENSG00000115808",815.650130594115,0.0433264876415466,0.115598288623237,0.677288154355895,0.86436861967901,"STRN","6801"
"ENSG00000221983",6741.19016559062,-0.0470347824860619,0.136522301914329,0.677353046668943,0.864382965139274,"UBA52","7311"
"ENSG00000258472",15.1428546987227,0.0490896690418701,0.226111565847178,0.677839326055305,0.864924262871113,NA,NA
"ENSG00000114268",122.202660821086,-0.0501880072416896,0.221681489656243,0.677884592345202,0.864924262871113,"PFKFB4","5210"
"ENSG00000242588",204.834842072863,-0.0541284920239373,0.177254578001117,0.678045514987365,0.865061077919025,NA,NA
"ENSG00000151247",719.58854610678,0.0378776440208337,0.0985398526030814,0.678157498700686,0.86513543919287,"EIF4E","1977"
"ENSG00000123739",575.352644407847,-0.0380770157576157,0.0996257286344812,0.678219010341992,0.865145405828966,"PLA2G12A","81579"
"ENSG00000181450",113.733229999751,-0.0503355681369286,0.147823092301028,0.678377416641358,0.865278961246847,"ZNF678","339500"
"ENSG00000179010",3978.12131900067,-0.0236016965568792,0.0585329834859744,0.678490312374356,0.865354450812481,"MRFAP1","93621"
"ENSG00000115170",1580.86144993584,-0.0345514300844196,0.0893601329667239,0.678569974866947,0.865355282214166,"ACVR1","90"
"ENSG00000197978",198.134517070151,-0.0519957002731409,0.157859301997482,0.678598388398844,0.865355282214166,"GOLGA6L9","440295"
"ENSG00000063177",8041.26396136521,-0.0501829816814413,0.149059780378827,0.678678927620574,0.865389489742388,"RPL18","6141"
"ENSG00000121741",1512.30721700952,0.032708383384199,0.0832642187728222,0.678793493896036,0.865467076619108,"ZMYM2","7750"
"ENSG00000213676",1669.7367322647,-0.0457467126080766,0.127088885614861,0.679003923560547,0.865495264437656,"ATF6B","1388"
"ENSG00000100058",190.789385179689,-0.0513880378673212,0.216122761650452,0.679006092548627,0.865495264437656,NA,NA
"ENSG00000152133",307.642856757467,-0.0478234836513509,0.135808538148638,0.679025473524584,0.865495264437656,"GPATCH11","253635"
"ENSG00000225080",20.1224976708119,-0.0491161106077332,0.225370188917619,0.679030484916639,0.865495264437656,NA,NA
"ENSG00000149634",24.9363580621708,-0.0527086855659054,0.209499113157713,0.679107784377098,0.865525315568343,"SPATA25","128497"
"ENSG00000091513",9.87403839494885,-0.0324623950779488,0.249932740127396,0.679209401444821,0.865563014038127,"TF","7018"
"ENSG00000066230",40.4286195694646,-0.0479534043949225,0.227446172382281,0.679272262546699,0.865563014038127,"SLC9A3","6550"
"ENSG00000226803",17.8601306514582,-0.0494307881242025,0.22398166226036,0.679298538234627,0.865563014038127,NA,NA
"ENSG00000143590",9.68565515790867,-0.0447881638957783,0.234863141836459,0.679419913326983,0.865649207086676,"EFNA3","1944"
"ENSG00000188747",24.7801418461411,-0.0528109230238222,0.208658655246429,0.679569400850107,0.865771201731463,"NOXA1","10811"
"ENSG00000184923",205.045539476516,-0.0518190093495721,0.158860069953695,0.680218198753639,0.866477766510417,"NUTM2A","728118"
"ENSG00000180228",523.254400316502,0.0411682391604354,0.109734488884721,0.680246971508641,0.866477766510417,"PRKRA","8575"
"ENSG00000249700",25.9043608715413,0.0511686031899513,0.218255999330024,0.680285349673531,0.866477766510417,"SRD5A3-AS1","100506462"
"ENSG00000153029",1502.97044087911,-0.0539324484157652,0.187162063542177,0.68035849595196,0.866502429113204,"MR1","3140"
"ENSG00000112941",491.959762972905,0.0357657156062207,0.0927813943483853,0.680442772106185,0.866541261671232,"TENT4A","11044"
"ENSG00000111364",261.847025160949,-0.0439002654557974,0.120601595027957,0.680591139119547,0.866599386388662,"DDX55","57696"
"ENSG00000268205",101.901964049026,0.050280062484883,0.22112575689442,0.680610998338601,0.866599386388662,NA,NA
"ENSG00000099725",223.975619571048,-0.0206676891177837,0.256351749210266,0.680649781848559,0.866599386388662,NA,NA
"ENSG00000152520",641.847686801883,-0.0329863334256386,0.0851186762520431,0.680755472572893,0.866665461763878,"PAN3","255967"
"ENSG00000183060",118.223401023297,0.0535334608872215,0.17127415456729,0.680901849720616,0.86678332023142,"LYSMD4","145748"
"ENSG00000105397",1074.93161327884,0.0495540217603513,0.141081948109142,0.681011092758178,0.866853892346291,"TYK2","7297"
"ENSG00000179163",92.4303452736478,-0.0535525174291991,0.177994530666355,0.681227255391416,0.867029549427481,"FUCA1","2517"
"ENSG00000122862",209.568876866432,0.0492770835745182,0.225052083286445,0.681256723121003,0.867029549427481,"SRGN","5552"
"ENSG00000157399",66.5926947364546,-0.0428840172177324,0.237123655468796,0.681313889992294,0.867033813717681,"ARSL","415"
"ENSG00000133433",206.423304235622,0.0339882906586745,0.249089432967324,0.681473076877985,0.867103011422213,"GSTT2B","653689"
"ENSG00000074356",737.471945200909,-0.0413622519325027,0.111791192616036,0.681475906562476,0.867103011422213,"NCBP3","55421"
"ENSG00000182979",913.543314056761,0.0382597051059671,0.100964401197774,0.681916642615254,0.867545920713473,"MTA1","9112"
"ENSG00000224976",68.7995083051545,0.0540003512851588,0.184827988905089,0.681959569462652,0.867545920713473,"PARP4P2","645771"
"ENSG00000203666",100.458254050648,0.0540992610238928,0.194176794128204,0.681985543159092,0.867545920713473,"EFCAB2","84288"
"ENSG00000020922",346.541068678362,0.041834566244055,0.113122566934287,0.682093833614028,0.867615170800222,"MRE11","4361"
"ENSG00000166261",148.323290099708,0.0470487868777909,0.133048796483344,0.682360710498364,0.867830036091693,"ZNF202","7753"
"ENSG00000183741",3702.56207529174,-0.0462532868345855,0.131575385972529,0.682396040110984,0.867830036091693,"CBX6","23466"
"ENSG00000224533",19.9699739366887,-0.0470943819463073,0.227761402055631,0.682464878039099,0.867830036091693,"TMLHE-AS1","100507404"
"ENSG00000237350",286.489182489033,-0.0486274345029266,0.141998510799779,0.682478217198296,0.867830036091693,NA,NA
"ENSG00000225022",56.0746915003808,0.0539343312482258,0.184760060769039,0.682724555506246,0.868048970758054,NA,NA
"ENSG00000187391",470.797929302726,-0.0489200182607413,0.143444454926257,0.68275815017355,0.868048970758054,"MAGI2","9863"
"ENSG00000142534",15388.7185914465,-0.0439157571594056,0.114264385463979,0.682862092522249,0.868103199710262,"RPS11","6205"
"ENSG00000163923",107.266666300732,0.0499606589987724,0.147840034239053,0.682920466171318,0.868103199710262,"RPL39L","116832"
"ENSG00000141012",634.862138018128,0.0525105579561219,0.162078616551036,0.682978510951925,0.868103199710262,"GALNS","2588"
"ENSG00000115568",455.225587630269,-0.0414572413060596,0.113013604110642,0.683016334152274,0.868103199710262,"ZNF142","7701"
"ENSG00000179933",1023.23664868853,0.0300610820068041,0.0769288095037917,0.683114809806257,0.868144334853187,"C14orf119","55017"
"ENSG00000256060",49.7065622905335,0.0541212948039862,0.178232425099838,0.683200198280054,0.868144334853187,"TRAPPC2B","10597"
"ENSG00000115944",1474.00099104606,-0.0386316166003033,0.103473657738338,0.683210354515769,0.868144334853187,"COX7A2L","9167"
"ENSG00000267025",12.8866629476205,-0.0451633760745611,0.232130935339164,0.683407567391175,0.86832644465609,NA,NA
"ENSG00000128973",181.544614345928,0.0462252928685343,0.130645419109081,0.683489734842951,0.868362362436305,"CLN6","54982"
"ENSG00000165029",8044.36227439074,0.0498644256714918,0.171141343911408,0.683674840029482,0.868409871236252,"ABCA1","19"
"ENSG00000180329",167.420456111519,-0.0481570893450807,0.140888690352125,0.68368032547809,0.868409871236252,"CCDC43","124808"
"ENSG00000126838",22.2663930802777,0.0322850768954912,0.249931495385041,0.683688834135722,0.868409871236252,"PZP","5858"
"ENSG00000204588",38.1919773071725,0.0464400071130248,0.231215995165565,0.683757389199991,0.868428482254714,"LINC01123","440894"
"ENSG00000231584",102.771595229375,-0.048338065515888,0.141562023151036,0.68385689459817,0.8684863967264,NA,NA
"ENSG00000161914",39.3200696223959,0.0537034843102766,0.18351762287229,0.684235367831027,0.868791203724197,"ZNF653","115950"
"ENSG00000177640",45.5405151446202,-0.0520620726125781,0.206362306581382,0.684280069265749,0.868791203724197,"CASC2","255082"
"ENSG00000179361",64.6707140753607,0.0525298374299306,0.166008650314721,0.684289058834617,0.868791203724197,"ARID3B","10620"
"ENSG00000238278",19.9097103834238,-0.0390264733731645,0.242464263180244,0.68436116041913,0.868791203724197,NA,NA
"ENSG00000265519",99.5407291707826,0.0530877179452398,0.171857204114628,0.684366530101408,0.868791203724197,NA,NA
"ENSG00000112852",140.523587909663,-0.0533827236868191,0.193787831425331,0.684455200094567,0.868825814669764,"PCDHB2","56133"
"ENSG00000260461",59.4021625762064,0.0536290283698705,0.192386164426107,0.684522052040527,0.868825814669764,NA,NA
"ENSG00000158526",690.167619490102,-0.0323152422270564,0.0846378466843564,0.684566254864887,0.868825814669764,"TSR2","90121"
"ENSG00000257270",14.8889458520486,-0.047074889420159,0.22796077911874,0.684641811448346,0.868825814669764,NA,NA
"ENSG00000241043",17.7948856212291,-0.0391269601496067,0.241988774628541,0.684663431385223,0.868825814669764,NA,NA
"ENSG00000118705",5068.69316924633,0.0374074482275382,0.0976168634836309,0.68474414222837,0.868859799593705,"RPN2","6185"
"ENSG00000166575",351.568098243171,-0.0383528223501994,0.103345465972263,0.684998678640595,0.869114326002412,"TMEM135","65084"
"ENSG00000187713",503.699454944872,0.0393480155682055,0.105993918851285,0.685081365658501,0.869150789993236,"TMEM203","94107"
"ENSG00000112701",1613.24697976004,-0.0335620888185389,0.0883299127428057,0.685216402987333,0.869188456505955,"SENP6","26054"
"ENSG00000166333",23.0390027566373,0.0503781196248686,0.218499869604028,0.685330271052654,0.869188456505955,"ILK","3611"
"ENSG00000118193",18.3034374611572,-0.046153052761556,0.228819681449759,0.685331047187193,0.869188456505955,"KIF14","9928"
"ENSG00000165185",70.1378098444124,-0.0530534235933747,0.177149630413631,0.685432116039771,0.869188456505955,"KIAA1958","158405"
"ENSG00000203761",69.2553911617258,-0.0524777441699135,0.171270000443109,0.685521214883871,0.869188456505955,NA,NA
"ENSG00000083844",107.808365620865,0.0489017330479947,0.144304404252298,0.685559703376325,0.869188456505955,"ZNF264","9422"
"ENSG00000074266",233.312111226595,-0.045768253517774,0.13146877744414,0.685586181486586,0.869188456505955,"EED","8726"
"ENSG00000272760",41.2654516158885,-0.0514668549422811,0.208822534503464,0.685616919774886,0.869188456505955,NA,NA
"ENSG00000141854",28.3019616984479,0.0480983165656381,0.224313395169814,0.685639318702722,0.869188456505955,"MISP3","113230"
"ENSG00000164615",1040.16636394676,0.0461592576060742,0.130370761443217,0.685650555132157,0.869188456505955,"CAMLG","819"
"ENSG00000266992",15.8836391763687,0.0431932781484993,0.236268997307659,0.685741192945237,0.869234961411543,"DHX40P1","107133522"
"ENSG00000176435",35.2575166349123,-0.0164634126252011,0.258114841623056,0.685910446357055,0.869359690147647,"CLEC14A","161198"
"ENSG00000103042",684.216553081823,-0.0438074139496983,0.123436484881996,0.685947512951207,0.869359690147647,"SLC38A7","55238"
"ENSG00000237298",32.0145580376008,-0.0519407865353595,0.20553742626016,0.686016508752068,0.869377427181188,"TTN-AS1","100506866"
"ENSG00000183474",701.769235780714,0.0471594851680997,0.138236183586981,0.686113582796394,0.869377427181188,"GTF2H2C","728340"
"ENSG00000162946",78.2310932194079,-0.0530358313589053,0.190153546271561,0.686177199864501,0.869377427181188,"DISC1","27185"
"ENSG00000113716",984.535565508818,0.0382345049629759,0.102907046691163,0.686180200354963,0.869377427181188,"HMGXB3","22993"
"ENSG00000213315",10.0031779801068,-0.0315546473265321,0.249999118817657,0.686265587360692,0.869377427181188,"RPS18P2","326320"
"ENSG00000234742",22.6060995702218,-0.051704087262611,0.207735558838934,0.686285278312355,0.869377427181188,"RPL17P18","100129657"
"ENSG00000145781",193.534891812915,0.0436985333484521,0.121907851327558,0.686462961032297,0.869528544427134,"COMMD10","51397"
"ENSG00000158290",2473.16190465739,0.0285147781557132,0.0734577314523877,0.686512512265728,0.869528544427134,"CUL4B","8450"
"ENSG00000117691",730.995966908038,-0.0406027227316809,0.111745278628026,0.686602501121529,0.869574160488087,"NENF","29937"
"ENSG00000104728",1862.76367813597,-0.0459480926605056,0.134133219127204,0.686666755191442,0.8695871791298,"ARHGEF10","9639"
"ENSG00000132639",164.150486552827,-0.0296943900064912,0.251049271260254,0.686937697885963,0.869795690386915,"SNAP25","6616"
"ENSG00000184481",577.203750340176,0.0421302868843735,0.116226451421283,0.687010926279144,0.869795690386915,"FOXO4","4303"
"ENSG00000140006",60.6815171777324,-0.0519591640324461,0.169206911140486,0.68706265032572,0.869795690386915,"WDR89","112840"
"ENSG00000008018",1523.02434163223,0.034381257254975,0.0909031578164669,0.687073266850013,0.869795690386915,"PSMB1","5689"
"ENSG00000197816",21.9851916187427,-0.0485358675972641,0.221613793805378,0.687101343898844,0.869795690386915,"CCDC180","100499483"
"ENSG00000175984",85.3297825210499,-0.0525107353627295,0.183083671922209,0.687321372044018,0.870005863057917,"DENND2C","163259"
"ENSG00000138162",154.594818483978,-0.0528447577028641,0.184559502325292,0.687474688149761,0.870131565777421,"TACC2","10579"
"ENSG00000121067",912.522344367074,0.0350250162803464,0.093103999166464,0.687745094090799,0.870405436834003,"SPOP","8405"
"ENSG00000182993",23.812054464093,-0.0466820857474559,0.226349064303017,0.687876780058123,0.870503715616716,"C12orf60","144608"
"ENSG00000117335",5076.77203452089,0.0433371727687565,0.121806864498941,0.687951316919266,0.870521928778128,"CD46","4179"
"ENSG00000143742",2317.19003951319,-0.0336985387545243,0.0896619375920747,0.687999237733965,0.870521928778128,"SRP9","6726"
"ENSG00000137776",1260.87850992221,0.0390465431608819,0.105914296402391,0.68824344052673,0.87076253104493,"SLTM","79811"
"ENSG00000176472",55.0594867753049,-0.0508670692745636,0.209649546002535,0.688401955648151,0.870869819702142,"ZNF575","284346"
"ENSG00000114942",5614.59330877424,-0.0443469979026106,0.126961480769379,0.688461022781689,0.870869819702142,"EEF1B2","1933"
"ENSG00000254810",21.1533403792166,-0.0486460819786965,0.220620094363136,0.688512250884055,0.870869819702142,NA,NA
"ENSG00000196388",81.5301185042467,0.0529064944635043,0.187816453107527,0.688544458032765,0.870869819702142,"INCA1","388324"
"ENSG00000119705",272.515887665331,0.0465606869572249,0.133622632262429,0.688677483362702,0.870961172263858,"SLIRP","81892"
"ENSG00000198839",423.253681594658,-0.0336424408417794,0.0897177557985263,0.688724805079856,0.870961172263858,"ZNF277","11179"
"ENSG00000158296",93.865196996047,0.0517746926210902,0.207659421023952,0.688839601518308,0.871027654880163,"SLC13A3","64849"
"ENSG00000111011",1206.62842644184,-0.0385422839087827,0.105196126620326,0.688885505461053,0.871027654880163,"RSRC2","65117"
"ENSG00000247596",186.826081089977,0.0525632677683494,0.19975595115105,0.688942090683408,0.871030842266372,"TWF2","11344"
"ENSG00000122378",72.7935416001376,0.0492889293342467,0.219700350880004,0.6890647771112,0.871061251872236,"PRXL2A","84293"
"ENSG00000145912",285.413203699877,-0.0469736371632883,0.140424811364294,0.689198862388821,0.871061251872236,"NHP2","55651"
"ENSG00000122547",209.962918423715,-0.0521413502891347,0.179484875816551,0.689237053581232,0.871061251872236,"EEPD1","80820"
"ENSG00000243829",27.8568978661882,0.0436311667666987,0.234621049698555,0.689262753525343,0.871061251872236,"RPS9P4","388556"
"ENSG00000075785",8029.94671552884,0.0323369051097471,0.100076215787303,0.689286456105401,0.871061251872236,"RAB7A","7879"
"ENSG00000229376",19.6171017376042,-0.048916705355415,0.219607793226511,0.689328714005631,0.871061251872236,NA,NA
"ENSG00000188958",31.1482341685291,-0.0486005698488037,0.220716388267967,0.689368369022505,0.871061251872236,"UTS2B","257313"
"ENSG00000166881",572.663561598594,-0.0465653808010943,0.13779712334255,0.689398673119166,0.871061251872236,"NEMP1","23306"
"ENSG00000139278",1587.13155564752,-0.0492167585798794,0.152473781213908,0.689455113296668,0.871064251123167,"GLIPR1","11010"
"ENSG00000233223",59.1635123334839,-0.0504841213616884,0.21131555484613,0.68956051753038,0.871080570342345,"MPDU1-AS1","100996842"
"ENSG00000263050",11.5764625541624,0.046305002499641,0.228600218124839,0.689587284049236,0.871080570342345,NA,NA
"ENSG00000109819",152.623503331972,-0.0374908559343193,0.243065654955651,0.689630232432289,0.871080570342345,"PPARGC1A","10891"
"ENSG00000006125",6753.99774748741,0.03554165454556,0.0953525261832184,0.689705164256666,0.871106922337656,"AP2B1","163"
"ENSG00000114446",835.75998107278,-0.0382850665694816,0.104188954432715,0.689770186375302,0.871120755090734,"IFT57","55081"
"ENSG00000196456",254.124482336577,-0.0398206924159111,0.110682047653627,0.690049776551912,0.871365645150614,"ZNF775","285971"
"ENSG00000139318",173.883860421166,0.0463113126260127,0.228929085022947,0.690088913778388,0.871365645150614,"DUSP6","1848"
"ENSG00000167123",3998.87915434429,-0.0448143385532068,0.130655327976887,0.690164100495291,0.871365645150614,"CERCAM","51148"
"ENSG00000092421",39.4394548451443,-0.0465088550953406,0.226730743520017,0.690217324899104,0.871365645150614,"SEMA6A","57556"
"ENSG00000133265",377.807600970419,0.0445875496311365,0.127995138483464,0.690234520725723,0.871365645150614,"HSPBP1","23640"
"ENSG00000143437",1969.65049288752,0.0259654281989616,0.0673224787078133,0.690356650108605,0.871403894257694,"ARNT","405"
"ENSG00000131061",78.7805493199161,0.0501684046303143,0.156423299437533,0.690372993998213,0.871403894257694,"ZNF341","84905"
"ENSG00000182774",4020.86228263793,0.0528376562076499,0.186029142342548,0.690628393756472,0.871603028947878,"RPS17","6218"
"ENSG00000225648",688.675646621722,0.0468301155703541,0.139372965043317,0.690638958944113,0.871603028947878,NA,NA
"ENSG00000123106",415.976020831848,0.0313422331693174,0.0829686914886876,0.69074061318952,0.871663039014362,"CCDC91","55297"
"ENSG00000065054",876.621529586438,-0.0519937800181259,0.180377119850682,0.690801044710763,0.871671023757449,"NHERF2","9351"
"ENSG00000185774",18.9355390527673,-0.0493292648589765,0.217115482148849,0.690930601560735,0.871685164846467,"KCNIP4","80333"
"ENSG00000156110",415.947739610684,-0.0418121455772335,0.118686979901003,0.69093587204993,0.871685164846467,"ADK","132"
"ENSG00000206706",10.6019769561793,0.041476462974768,0.237730578603949,0.691033894355144,0.871685164846467,NA,NA
"ENSG00000184100",155.64121991369,-0.0493409786888976,0.153678695643621,0.691060954441318,0.871685164846467,"BRD7P2","647076"
"ENSG00000237296",246.242441203986,0.0415286659080505,0.115465976778169,0.691082776400219,0.871685164846467,"SMG1P1","641298"
"ENSG00000165948",173.939273284684,0.0460350169311796,0.135122840991199,0.691175453597109,0.871733813441602,"IFI27L1","122509"
"ENSG00000138131",810.547403983238,-0.0516909965673605,0.179478577663139,0.69139005880535,0.871792906223495,"LOXL4","84171"
"ENSG00000260128",28.6402472385687,0.031189337161929,0.25007327023052,0.69153667849943,0.871792906223495,NA,NA
